"","publishstate","country","region","year","gho","value","unregion"
"1334","Published",NA,NA,2005,"Proportion of population below the international poverty line of US$1.90 per day (%)",0,"Western Europe"
"1335","Published",NA,NA,2008,"Proportion of population below the international poverty line of US$1.90 per day (%)",0,"Western Europe"
"1336","Published",NA,NA,2010,"Proportion of population below the international poverty line of US$1.90 per day (%)",0,"Western Europe"
"1337","Published",NA,NA,2011,"Proportion of population below the international poverty line of US$1.90 per day (%)",0,"Western Europe"
"1338","Published",NA,NA,2012,"Proportion of population below the international poverty line of US$1.90 per day (%)",0,"Western Europe"
"1339","Published",NA,NA,2008,"Proportion of population below the international poverty line of US$1.90 per day (%)",42.9,"Least Developed Countries (LDCs)"
"1340","Published",NA,NA,2010,"Proportion of population below the international poverty line of US$1.90 per day (%)",34.4,"Landlocked developing countries (LLDCs)"
"1341","Published",NA,NA,2011,"Proportion of population below the international poverty line of US$1.90 per day (%)",32.9,"Landlocked developing countries (LLDCs)"
"1342","Published",NA,NA,2012,"Proportion of population below the international poverty line of US$1.90 per day (%)",32,"Landlocked developing countries (LLDCs)"
"1343","Published",NA,NA,2010,"Proportion of population below the international poverty line of US$1.90 per day (%)",40.5,"Least Developed Countries (LDCs)"
"1344","Published",NA,NA,2011,"Proportion of population below the international poverty line of US$1.90 per day (%)",39.1,"Least Developed Countries (LDCs)"
"1345","Published",NA,NA,2012,"Proportion of population below the international poverty line of US$1.90 per day (%)",37.4,"Least Developed Countries (LDCs)"
"1346","Published",NA,NA,2013,"Proportion of population below the international poverty line of US$1.90 per day (%)",36.2,"Least Developed Countries (LDCs)"
"1347","Published",NA,NA,2015,"Proportion of population below the international poverty line of US$1.90 per day (%)",35.2,"Least Developed Countries (LDCs)"
"1348","Published",NA,NA,2002,"Proportion of population below the international poverty line of US$1.90 per day (%)",56.4,"Sub-Saharan Africa"
"1349","Published",NA,NA,2005,"Proportion of population below the international poverty line of US$1.90 per day (%)",51.9,"Sub-Saharan Africa"
"1350","Published",NA,NA,2008,"Proportion of population below the international poverty line of US$1.90 per day (%)",49.3,"Sub-Saharan Africa"
"1351","Published",NA,NA,2010,"Proportion of population below the international poverty line of US$1.90 per day (%)",47.8,"Sub-Saharan Africa"
"1352","Published",NA,NA,2011,"Proportion of population below the international poverty line of US$1.90 per day (%)",46.3,"Sub-Saharan Africa"
"1353","Published",NA,NA,2012,"Proportion of population below the international poverty line of US$1.90 per day (%)",45.2,"Sub-Saharan Africa"
"1354","Published",NA,NA,2013,"Proportion of population below the international poverty line of US$1.90 per day (%)",43.8,"Sub-Saharan Africa"
"1355","Published",NA,NA,2015,"Proportion of population below the international poverty line of US$1.90 per day (%)",42.4,"Sub-Saharan Africa"
"1356","Published",NA,NA,2002,"Proportion of population below the international poverty line of US$1.90 per day (%)",11.8,"Latin America and the Caribbean"
"1357","Published",NA,NA,2005,"Proportion of population below the international poverty line of US$1.90 per day (%)",9.8,"Latin America and the Caribbean"
"1358","Published",NA,NA,2008,"Proportion of population below the international poverty line of US$1.90 per day (%)",6.9,"Latin America and the Caribbean"
"1359","Published",NA,NA,2010,"Proportion of population below the international poverty line of US$1.90 per day (%)",6.1,"Latin America and the Caribbean"
"1360","Published",NA,NA,2011,"Proportion of population below the international poverty line of US$1.90 per day (%)",5.7,"Latin America and the Caribbean"
"1361","Published",NA,NA,2012,"Proportion of population below the international poverty line of US$1.90 per day (%)",4.7,"Latin America and the Caribbean"
"1362","Published",NA,NA,2013,"Proportion of population below the international poverty line of US$1.90 per day (%)",4.5,"Latin America and the Caribbean"
"1363","Published",NA,NA,2015,"Proportion of population below the international poverty line of US$1.90 per day (%)",3.9,"Latin America and the Caribbean"
"1364","Published",NA,NA,2002,"Proportion of population below the international poverty line of US$1.90 per day (%)",48.2,"Landlocked developing countries (LLDCs)"
"1365","Published",NA,NA,2005,"Proportion of population below the international poverty line of US$1.90 per day (%)",41.7,"Landlocked developing countries (LLDCs)"
"1366","Published",NA,NA,2008,"Proportion of population below the international poverty line of US$1.90 per day (%)",37.7,"Landlocked developing countries (LLDCs)"
"1367","Published",NA,NA,2013,"Proportion of population below the international poverty line of US$1.90 per day (%)",31.2,"Landlocked developing countries (LLDCs)"
"1368","Published",NA,NA,2015,"Proportion of population below the international poverty line of US$1.90 per day (%)",0.7,"Developed regions (MDG)"
"1369","Published",NA,NA,2002,"Proportion of population below the international poverty line of US$1.90 per day (%)",26.1,"Eastern Asia (MDG)"
"1370","Published",NA,NA,2005,"Proportion of population below the international poverty line of US$1.90 per day (%)",16.1,"Eastern Asia (MDG)"
"1371","Published",NA,NA,2015,"Proportion of population below the international poverty line of US$1.90 per day (%)",30.2,"Landlocked developing countries (LLDCs)"
"1372","Published",NA,NA,2002,"Proportion of population below the international poverty line of US$1.90 per day (%)",3.2,"Western Asia (exc. Armenia, Azerbaijan, Cyprus, Israel and Georgia)"
"1373","Published",NA,NA,2005,"Proportion of population below the international poverty line of US$1.90 per day (%)",3.3,"Western Asia (exc. Armenia, Azerbaijan, Cyprus, Israel and Georgia)"
"1374","Published",NA,NA,2008,"Proportion of population below the international poverty line of US$1.90 per day (%)",2.4,"Western Asia (exc. Armenia, Azerbaijan, Cyprus, Israel and Georgia)"
"1375","Published",NA,NA,2010,"Proportion of population below the international poverty line of US$1.90 per day (%)",2.3,"Western Asia (exc. Armenia, Azerbaijan, Cyprus, Israel and Georgia)"
"1376","Published",NA,NA,2011,"Proportion of population below the international poverty line of US$1.90 per day (%)",3.2,"Western Asia (exc. Armenia, Azerbaijan, Cyprus, Israel and Georgia)"
"1377","Published",NA,NA,2012,"Proportion of population below the international poverty line of US$1.90 per day (%)",3.6,"Western Asia (exc. Armenia, Azerbaijan, Cyprus, Israel and Georgia)"
"1378","Published",NA,NA,2013,"Proportion of population below the international poverty line of US$1.90 per day (%)",3.8,"Western Asia (exc. Armenia, Azerbaijan, Cyprus, Israel and Georgia)"
"1379","Published",NA,NA,2015,"Proportion of population below the international poverty line of US$1.90 per day (%)",7.4,"Western Asia (exc. Armenia, Azerbaijan, Cyprus, Israel and Georgia)"
"1380","Published",NA,NA,2002,"Proportion of population below the international poverty line of US$1.90 per day (%)",0.8,"Northern America and Europe"
"1381","Published",NA,NA,2005,"Proportion of population below the international poverty line of US$1.90 per day (%)",0.6,"Northern America and Europe"
"1382","Published",NA,NA,2008,"Proportion of population below the international poverty line of US$1.90 per day (%)",0.4,"Northern America and Europe"
"1383","Published",NA,NA,2010,"Proportion of population below the international poverty line of US$1.90 per day (%)",0.5,"Northern America and Europe"
"1384","Published",NA,NA,2011,"Proportion of population below the international poverty line of US$1.90 per day (%)",0.5,"Northern America and Europe"
"1385","Published",NA,NA,2012,"Proportion of population below the international poverty line of US$1.90 per day (%)",0.5,"Northern America and Europe"
"1386","Published",NA,NA,2013,"Proportion of population below the international poverty line of US$1.90 per day (%)",0.5,"Northern America and Europe"
"1387","Published",NA,NA,2015,"Proportion of population below the international poverty line of US$1.90 per day (%)",0.7,"Northern America and Europe"
"1388","Published",NA,NA,2002,"Proportion of population below the international poverty line of US$1.90 per day (%)",0.7,"Developed regions (MDG)"
"1389","Published",NA,NA,2005,"Proportion of population below the international poverty line of US$1.90 per day (%)",0.6,"Developed regions (MDG)"
"1390","Published",NA,NA,2008,"Proportion of population below the international poverty line of US$1.90 per day (%)",0.4,"Developed regions (MDG)"
"1391","Published",NA,NA,2010,"Proportion of population below the international poverty line of US$1.90 per day (%)",0.5,"Developed regions (MDG)"
"1392","Published",NA,NA,2011,"Proportion of population below the international poverty line of US$1.90 per day (%)",0.5,"Developed regions (MDG)"
"1393","Published",NA,NA,2012,"Proportion of population below the international poverty line of US$1.90 per day (%)",0.5,"Developed regions (MDG)"
"1394","Published",NA,NA,2013,"Proportion of population below the international poverty line of US$1.90 per day (%)",0.5,"Developed regions (MDG)"
"1395","Published",NA,NA,2008,"Proportion of population below the international poverty line of US$1.90 per day (%)",13.7,"Eastern Asia (MDG)"
"1396","Published",NA,NA,2010,"Proportion of population below the international poverty line of US$1.90 per day (%)",2.3,"Northern Africa (exc. Sudan)"
"1397","Published",NA,NA,2011,"Proportion of population below the international poverty line of US$1.90 per day (%)",2,"Northern Africa (exc. Sudan)"
